template_field_id,policy_feature_template_field_name,policy_feature_template_field_placeholder,ref_master_temp_field_Type,ref_template_id,status,created_at,updated_at,deleted_at,is_mandatory,ref_policyidentifier_id,field_description,ref_fieldgrouping_id,created_by,updated_by
151,"Emergency Ambulance Amount Payable","Enter Emergency Ambulance Amount Payable",1,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,0,NULL,,4,NULL,NULL
152,"Domiciliary Hospitalization",,4,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,"A situation when a person needs to be hospitalized but could not be due to non-availability of acommodation 
                                   in hospital or condition of patient didn't allow him to be shifted so he was treated at home. Some 
                                   policies cover domicilliary hospitalization but subject to conditions like the domicilliary treatment 
                                   should last for a particular period. Limits will be defined for the amount payable under domicilliary 
                                   treatment.",1,NULL,NULL
153,"Domiciliary Hospitalization Value","Enter Domiciliary Hospitalization",1,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,0,NULL,,1,NULL,NULL
154,Ayurveda/Homeopathy,,4,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,"Costs incurred for alternative medical treatments (Ayurveda/Yoga/Unani/Sidha/Homepathy) are payable 
                                   subject to admission in a registered hospital.",6,NULL,NULL
155,"Ayurveda/Homeopathy Amount Payable","Enter Ayurveda/Homeopathy Amount Payable",1,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,0,NULL,,6,NULL,NULL
156,"Eye Cover",,4,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,"Damage to the eye to an accident or cataract treatment usually covered. Genric optician and spectacle 
                                   charges are not covered under mediclaim. Limits of cataract cover are defined under the policy costs 
                                   incurred due to congential eye defects may not be covered.",7,NULL,NULL
157,"Eye Cover Amount Payable","Enter Eye Cover Amount Payable",1,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,0,NULL,,7,NULL,NULL
158,"Dental Cover",,4,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,"Costs incurred due to dental treatment arising due to an accident are covered under mediclaim insurance. 
                                   Some plans may offer costs incurred due to root canal or other such surgeries. Tooth extraction or 
                                   cosmatic Dental Treatment is not covered under mediclaim.",8,NULL,NULL
159,"Dental Cover Amount Payable","Enter Dental Cover Amount Payable",1,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,0,NULL,,8,NULL,NULL
160,"Critical illness Benefit",,4,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,"This is a supplementary benefit where the patient after being diagnosed with a dreadful listed disease 
                                   has to survive a limited period (Mostly 30 days). Thereafter he/she is paid a lumpsum amount of 
                                   treatment as per his/her convenience. The list of diseases vary from company to company the most 
                                   common are cancer, Stroke, Heart attack, Coronary bypass surgery, Multiple organ failure etc..",9,NULL,NULL
161,"Critical illness Amount Payable","Enter Critical illness Amount Payable",1,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,0,NULL,,9,NULL,NULL
162,"Worldwide Emergency Cover",,4,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,"Under this benefit the insurance policy will cover expenses incurred overseas owing to a unforsean
                                   health condition. Traditionally mediclaim insurance would not cover medical expenses if incurred 
                                   outside indian borders, However now some insurers offer this feature as an addon benefit.",10,NULL,NULL
163,"Worldwide Emergency Amount Payable","Enter Worldwide Emergency Amount Payable",1,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,0,NULL,,10,NULL,NULL
164,"Amount Deductible","Enter Amount Deductible",1,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,0,NULL,,10,NULL,NULL
165,"Add Remarks",,5,4,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,0,NULL,,18,NULL,NULL
166,"Feature Identifier","Please Enter Template Name",1,5,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
167,"Definition of CTC","Enter Definition of CTC",1,5,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
168,"Age Limit","Enter Age Limit",1,5,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
169,"Normal Retirement Age","Enter Normal Retirement Age",1,5,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
170,"FCL (Free Cover Limit)","Enter FCL",1,5,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
171,"Riders Covered","Enter Riders Covered",1,5,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
172,"Critical Illness Rider","Enter Critical Illness Rider",1,5,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
173,"Terminal Illness Rider","Enter Terminal Illness Rider",1,5,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
174,"Accidental Death Rider","Enter Accidental Death Rider",1,5,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
175,"Actively at Work Clause","Enter Actively at Work Clause",1,5,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
176,"Suicide Exclusion Clause","Enter Suicide Exclusion Clause",1,5,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
177,"Worldwide cover","Enter Worldwide cover",1,5,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
178,"Add Remarks","Enter Add Remarks",1,5,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,0,NULL,,,NULL,NULL
179,"Feature Identifier","Please Enter Template Name",1,6,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
180,"Feature Identifier","Please Enter Template Name",1,7,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
181,"Feature Identifier","Please Enter Template Name",1,8,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
182,"Feature Identifier","Please Enter Template Name",1,9,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
183,"Feature Identifier","Please Enter Template Name",1,10,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
184,"Feature Identifier","Please Enter Template Name",1,11,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
185,"Feature Identifier","Please Enter Template Name",1,12,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
186,"Feature Identifier","Please Enter Template Name",1,13,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
187,"Feature Identifier","Please Enter Template Name",1,14,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
188,"Feature Identifier","Please Enter Template Name",1,15,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
189,"Feature Identifier","Please Enter Template Name",1,16,0,"2026-01-14 11:46:42","2026-01-14 11:46:42",NULL,1,NULL,,,NULL,NULL
